name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand,car_age,km_per_year
Renault KWID 1.0 RXT Optional,2019,400000,10000,Petrol,Individual,Manual,1,Renault,1,5000
Mahindra XUV500 W8 4WD,2012,625000,126000,Diesel,Individual,Manual,2,Mahindra,8,14000
Volkswagen Vento 1.5 TDI Highline,2015,535000,70000,Diesel,Individual,Manual,1,Volkswagen,5,11666
Maruti Swift VDI Optional,2017,459999,50000,Diesel,Individual,Manual,1,Maruti,3,12500
Mahindra Bolero DI,2010,300000,100000,Diesel,Individual,Manual,1,Mahindra,10,9090
Honda Civic 1.8 V AT,2007,280000,60000,Petrol,Individual,Automatic,1,Honda,13,4285
Honda Mobilio V i VTEC,2014,500000,70000,Petrol,Individual,Manual,1,Honda,6,10000
Hyundai Creta 1.6 SX,2019,1200000,1200,Petrol,Individual,Manual,1,Hyundai,1,600
Renault KWID RXT,2016,300000,40000,Petrol,Individual,Manual,1,Renault,4,8000
Tata Manza ELAN Quadrajet BS IV,2011,180000,80000,Diesel,Individual,Manual,3,Tata,9,8000
Hyundai i10 Sportz AT,2011,180000,134444,Petrol,Individual,Automatic,2,Hyundai,9,13444
Maruti Alto LXi,2009,78000,120000,Petrol,Individual,Manual,2,Maruti,11,10000
Nissan Micra Diesel XV Premium,2011,160000,120000,Diesel,Individual,Manual,1,Nissan,9,12000
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,600000,238000,Diesel,Individual,Manual,1,Mahindra,6,34000
Maruti Wagon R LXI Minor,2008,110000,100000,Petrol,Individual,Manual,2,Maruti,12,7692
Mahindra Bolero SLX 4WD BSIII,2011,450000,110000,Diesel,Individual,Manual,2,Mahindra,9,11000
Mahindra Scorpio S9 BSIV,2019,1350000,35000,Diesel,Individual,Manual,1,Mahindra,1,17500
Honda City 1.3 DX,2003,120000,165000,Petrol,Individual,Manual,2,Honda,17,9166
Honda BR-V i-DTEC VX MT,2018,1040000,42000,Diesel,Individual,Manual,1,Honda,2,14000
Hyundai Grand i10 CRDi Sportz,2014,390000,70000,Diesel,Individual,Manual,2,Hyundai,6,10000
Tata Nano Lx BSIII,2011,65000,60000,Petrol,Individual,Manual,2,Tata,9,6000
Volkswagen Polo Diesel Highline 1.2L,2013,320000,115000,Diesel,Individual,Manual,3,Volkswagen,7,14375
Volkswagen Ameo 1.5 TDI Highline,2017,720000,70000,Diesel,Individual,Manual,1,Volkswagen,3,17500
Maruti Swift ZXI ABS,2007,220000,80000,Petrol,Individual,Manual,2,Maruti,13,5714
Maruti Wagon R LXI BS IV,2011,225000,65000,Petrol,Dealer,Manual,1,Maruti,9,6500
Tata Manza Aura (ABS) Quadrajet BS IV,2010,200000,150000,Diesel,Individual,Manual,2,Tata,10,13636
Toyota Etios GD,2015,434999,75000,Diesel,Dealer,Manual,2,Toyota,5,12500
Ford Figo Diesel Titanium,2012,300000,63700,Diesel,Individual,Manual,1,Ford,8,7077
Honda Amaze VX i-DTEC,2018,700000,74800,Diesel,Individual,Manual,1,Honda,2,24933
Ford Endeavour 2.5L 4X2 MT,2009,500000,105000,Diesel,Individual,Manual,2,Ford,11,8750
Renault Duster 85PS Diesel RxE,2016,500000,40000,Diesel,Individual,Manual,1,Renault,4,8000
Maruti Ritz LDi,2016,400000,90000,Diesel,Individual,Manual,2,Maruti,4,18000
Toyota Corolla Altis D-4D J,2015,825000,75000,Diesel,Dealer,Manual,2,Toyota,5,12500
Maruti Swift Dzire VDI,2018,720000,15000,Diesel,Individual,Manual,1,Maruti,2,5000
Maruti 800 AC Uniq,2009,110000,30000,Petrol,Individual,Manual,2,Maruti,11,2500
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,600000,100000,Diesel,Individual,Manual,2,Mahindra,6,14285
Mahindra Scorpio VLX 2WD AT BSIV,2009,275000,155000,Diesel,Individual,Automatic,3,Mahindra,11,12916
Land Rover Range Rover Evoque 2.2L Dynamic,2012,2349000,149000,Diesel,Individual,Automatic,2,Other,8,16555
Hyundai i20 1.4 Sportz,2017,740000,60000,Diesel,Individual,Manual,1,Hyundai,3,15000
Maruti Baleno Alpha 1.3,2017,800000,90000,Diesel,Individual,Manual,1,Maruti,3,22500
Hyundai Verna CRDi 1.6 SX Option,2019,1100000,100000,Diesel,Individual,Manual,1,Hyundai,1,50000
BMW X1 sDrive20d,2012,750000,100000,Diesel,Individual,Automatic,2,BMW,8,11111
Maruti Alto K10 2010-2014 VXI,2012,200000,90000,Petrol,Individual,Manual,2,Maruti,8,10000
Tata Spacio SA 6 Seater,2009,210000,75000,Diesel,Individual,Manual,1,Tata,11,6250
Maruti Swift VDI BSIV,2009,270000,120000,Diesel,Individual,Manual,2,Maruti,11,10000
Toyota Etios 1.4 VXD,2016,630000,90000,Diesel,Individual,Manual,2,Toyota,4,18000
Hyundai Xcent 1.2 Kappa S,2015,375000,55000,Petrol,Individual,Manual,1,Hyundai,5,9166
Mahindra Xylo D2,2010,300000,70000,Diesel,Individual,Manual,1,Mahindra,10,6363
Mahindra Bolero Power Plus SLX,2016,580000,95000,Diesel,Individual,Manual,2,Mahindra,4,19000
Hyundai Verna 1.4 CRDi,2014,550000,50000,Diesel,Individual,Manual,1,Hyundai,6,7142
Maruti Ciaz ZDi Plus SHVS,2016,750000,50000,Diesel,Individual,Manual,1,Maruti,4,10000
Maruti Omni E MPI STD BS IV,2014,250000,60516,Petrol,Individual,Manual,1,Maruti,6,8645
Hyundai Verna 1.6 SX,2012,434999,235000,Diesel,Individual,Manual,2,Hyundai,8,26111
Mercedes-Benz E-Class 280 CDI,2007,900000,76731,Diesel,Dealer,Automatic,1,Mercedes-Benz,13,5480
Maruti Swift ZDI,2016,685000,64000,Diesel,Dealer,Manual,1,Maruti,4,12800
Maruti Swift VDI BSIV,2014,540000,65000,Diesel,Dealer,Manual,1,Maruti,6,9285
Honda City i-VTEC CVT ZX,2018,1165000,13000,Petrol,Dealer,Automatic,0,Honda,2,4333
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,610000,77000,Diesel,Dealer,Manual,1,Ford,6,11000
Hyundai EON Era,2011,254999,24000,Petrol,Dealer,Manual,1,Hyundai,9,2400
Nissan Micra Active XV,2014,280000,63840,Petrol,Dealer,Manual,1,Nissan,6,9120
Tata Tiago 1.2 Revotron XT,2017,370000,25000,Petrol,Individual,Manual,1,Tata,3,6250
Tata New Safari DICOR 2.2 EX 4x2,2011,459999,76400,Diesel,Individual,Manual,2,Tata,9,7640
Maruti Zen LX,1998,42000,70000,Petrol,Individual,Manual,3,Maruti,22,3043
Maruti Zen LX,1998,42000,70000,Petrol,Individual,Manual,3,Maruti,22,3043
Fiat Linea Active (Diesel),2011,190000,80000,Diesel,Individual,Manual,3,Fiat,9,8000
Fiat Punto 1.4 Emotion,2010,165000,100000,Petrol,Individual,Manual,4,Fiat,10,9090
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2017,710000,40000,Diesel,Individual,Manual,1,Ford,3,10000
Hyundai Creta 1.6 SX Option,2018,1200000,15000,Petrol,Individual,Manual,1,Hyundai,2,5000
Maruti Zen Estilo LXI BS IV,2011,229999,70000,Petrol,Individual,Manual,1,Maruti,9,7000
Renault KWID RXT,2018,310000,15000,Petrol,Individual,Manual,1,Renault,2,5000
Maruti Wagon R VXI BS IV,2015,320000,40000,Petrol,Individual,Manual,1,Maruti,5,6666
Maruti 800 AC,2006,100000,54000,Petrol,Individual,Manual,1,Maruti,14,3600
Hyundai Verna CRDi,2009,160000,90000,Diesel,Individual,Manual,1,Hyundai,11,7500
Maruti 800 AC BSIII,2007,60000,52000,Petrol,Individual,Manual,1,Maruti,13,3714
Tata Indigo LS,2012,100000,200000,Diesel,Individual,Manual,3,Tata,8,22222
Chevrolet Beat Diesel LT,2016,350000,35000,Diesel,Individual,Manual,2,Chevrolet,4,7000
Renault Duster 110PS Diesel RxZ AWD,2017,700000,60000,Diesel,Individual,Manual,1,Renault,3,15000
Maruti Alto K10 VXI,2017,300000,31489,Petrol,Individual,Manual,1,Maruti,3,7872
Hyundai i20 1.4 Asta Option,2018,830000,40000,Diesel,Individual,Manual,1,Hyundai,2,13333
Mahindra Quanto C6,2013,220000,110000,Diesel,Individual,Manual,1,Mahindra,7,13750
Tata Indigo LX Dicor,2009,130000,50000,Diesel,Individual,Manual,1,Tata,11,4166
Hyundai i20 1.2 Magna,2012,330000,44000,Petrol,Individual,Manual,1,Hyundai,8,4888
Honda City 1.5 S MT,2010,254999,90000,Petrol,Individual,Manual,2,Honda,10,8181
Hyundai Verna 1.6 SX VTVT (O),2014,600000,50000,Petrol,Individual,Manual,2,Hyundai,6,7142
Hyundai i10 Magna,2012,210000,50000,Petrol,Individual,Manual,1,Hyundai,8,5555
Maruti Zen Estilo 1.1 LXI BSIII,2007,120000,81366,Petrol,Individual,Manual,1,Maruti,13,5811
Maruti Esteem Vxi - BSIII,2006,95000,110000,Petrol,Individual,Manual,1,Maruti,14,7333
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,229999,300000,Diesel,Individual,Manual,1,Toyota,14,20000
Hyundai Verna Transform VTVT,2010,229999,70000,Petrol,Individual,Manual,1,Hyundai,10,6363
Hyundai i20 Magna Optional 1.4 CRDi,2013,400000,100000,Diesel,Individual,Manual,1,Hyundai,7,12500
Maruti Gypsy King Hard Top Ambulance BSIV,2005,300000,70000,Petrol,Individual,Manual,2,Maruti,15,4375
Ford Figo Diesel Celebration Edition,2013,300000,50000,Diesel,Individual,Manual,1,Ford,7,6250
Ford Fiesta 1.4 SXi TDCi,2009,80000,180000,Diesel,Individual,Manual,2,Ford,11,15000
Maruti 800 AC,2008,80000,50000,Petrol,Individual,Manual,2,Maruti,12,3846
Maruti Esteem Vxi,2007,100000,90000,Petrol,Individual,Manual,2,Maruti,13,6428
Tata Indica Vista Quadrajet LS,2012,300000,110000,Diesel,Individual,Manual,1,Tata,8,12222
Maruti Baleno Zeta Automatic,2018,700000,26000,Petrol,Individual,Automatic,1,Maruti,2,8666
Maruti Vitara Brezza ZDi Plus,2016,975000,65000,Diesel,Individual,Manual,1,Maruti,4,13000
Chevrolet Captiva LT,2009,500000,130000,Diesel,Individual,Manual,1,Chevrolet,11,10833
Renault Duster 85PS Diesel RxL Optional,2013,550000,75000,Diesel,Individual,Manual,2,Renault,7,9375
Nissan Terrano XV Premium 110 PS,2014,550000,110000,Diesel,Individual,Manual,2,Nissan,6,15714
Maruti Alto K10 2010-2014 VXI,2014,240000,50000,Petrol,Individual,Manual,1,Maruti,6,7142
Maruti 800 Std,1997,50000,80000,Petrol,Individual,Manual,2,Maruti,23,3333
Tata Indica Vista Aura 1.2 Safire,2009,120000,80000,Petrol,Individual,Manual,2,Tata,11,6666
Maruti Alto 800 LXI,2013,900000,60000,Petrol,Individual,Manual,2,Maruti,7,7500
Honda City 1.5 V MT,2009,250000,90000,Petrol,Individual,Manual,2,Honda,11,7500
Renault KWID 1.0 RXT Optional,2017,280000,36000,Petrol,Individual,Manual,1,Renault,3,9000
Tata Indica Vista Terra Quadrajet 1.3L BS IV,2010,85000,87000,Diesel,Individual,Manual,1,Tata,10,7909
Tata Indica Vista Terra 1.4 TDI,2011,90000,80000,Diesel,Individual,Manual,1,Tata,9,8000
Chevrolet Enjoy TCDi LT 8 Seater,2015,500000,50000,Diesel,Individual,Manual,1,Chevrolet,5,8333
Maruti 800 Std,2013,200000,60000,Petrol,Individual,Manual,1,Maruti,7,7500
Renault KWID RXT,2015,250000,50000,Petrol,Individual,Manual,1,Renault,5,8333
Maruti Swift Dzire VDI,2014,185000,40000,Diesel,Individual,Manual,3,Maruti,6,5714
Hyundai i10 Magna 1.1,2008,100000,60000,Petrol,Individual,Manual,2,Hyundai,12,4615
Toyota Etios VXD,2015,610000,55000,Diesel,Individual,Manual,1,Toyota,5,9166
Mahindra Quanto C8,2012,290000,80000,Diesel,Individual,Manual,1,Mahindra,8,8888
Mahindra Xylo E9,2012,300000,295000,Diesel,Individual,Manual,1,Mahindra,8,32777
Hyundai EON Era Plus,2015,225000,80000,Petrol,Individual,Manual,1,Hyundai,5,13333
Maruti Alto K10 VXI,2017,320000,50000,Petrol,Individual,Manual,2,Maruti,3,12500
Tata Indigo CR4,2012,135000,158000,Diesel,Individual,Manual,3,Tata,8,17555
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2006,400000,400000,Diesel,Individual,Manual,3,Toyota,14,26666
Maruti Wagon R VXI BS IV,2016,400000,25000,Petrol,Individual,Manual,1,Maruti,4,5000
Hyundai i20 Active 1.2 S,2017,570000,35000,Petrol,Individual,Manual,1,Hyundai,3,8750
Maruti Ignis 1.2 Zeta BSIV,2018,500000,12000,Petrol,Individual,Manual,1,Maruti,2,4000
Maruti Omni MPI STD BSIV,2015,130000,70000,Petrol,Individual,Manual,1,Maruti,5,11666
Tata Tiago 1.2 Revotron XZ,2018,360000,4000,Petrol,Individual,Manual,1,Tata,2,1333
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,530000,10832,Petrol,Dealer,Manual,1,Ford,3,2708
Hyundai i10 Era,2009,250000,50000,Petrol,Individual,Manual,1,Hyundai,11,4166
Nissan Sunny XL,2016,600000,19495,Petrol,Dealer,Manual,1,Nissan,4,3899
Renault Duster 85PS Diesel RxL Plus,2013,570000,62668,Diesel,Dealer,Manual,1,Renault,7,7833
Mahindra XUV500 W6 2WD,2013,850000,85710,Diesel,Dealer,Manual,1,Mahindra,7,10713
Ford Figo Diesel EXI,2011,250000,55130,Diesel,Dealer,Manual,2,Ford,9,5513
Ford Ecosport 1.5 DV5 MT Titanium,2014,580000,63356,Diesel,Dealer,Manual,2,Ford,6,9050
Toyota Fortuner 3.0 Diesel,2012,1680000,129627,Diesel,Dealer,Manual,1,Toyota,8,14403
Chevrolet Spark 1.0 LT,2010,180000,15000,Petrol,Individual,Manual,1,Chevrolet,10,1363
Tata Tiago 1.2 Revotron XE,2017,300000,50000,Petrol,Individual,Manual,1,Tata,3,12500
Toyota Etios Liva VX,2012,269000,70000,Petrol,Individual,Manual,2,Toyota,8,7777
Maruti Alto K10 VXI,2018,231999,20000,Petrol,Individual,Manual,1,Maruti,2,6666
Chevrolet Beat LS,2011,150000,60000,Petrol,Individual,Manual,3,Chevrolet,9,6000
Hyundai Grand i10 Asta Option,2017,495000,5000,Petrol,Individual,Manual,1,Hyundai,3,1250
Maruti Ciaz VXi,2014,700000,15000,Petrol,Individual,Manual,1,Maruti,6,2142
Datsun GO Plus T BSIV,2018,400000,4400,Petrol,Individual,Manual,2,Datsun,2,1466
Mahindra Xylo H4,2019,599000,15000,Diesel,Individual,Manual,3,Mahindra,1,7500
Renault Duster 85PS Diesel RxL Optional,2013,421000,45000,Diesel,Individual,Manual,1,Renault,7,5625
Ford EcoSport 1.5 Diesel Trend BSIV,2018,841000,1000,Diesel,Individual,Manual,1,Ford,2,333
Hyundai i10 Magna 1.1L,2014,295000,38500,Petrol,Individual,Manual,1,Hyundai,6,5500
Hyundai i10 Sportz,2011,220000,25000,Petrol,Individual,Manual,1,Hyundai,9,2500
Ford Classic 1.4 Duratorq LXI,2013,250000,35000,Diesel,Individual,Manual,1,Ford,7,4375
Toyota Fortuner 3.0 Diesel,2009,1100000,110000,Diesel,Individual,Manual,2,Toyota,11,9166
Hyundai Verna 1.6 VTVT,2012,300000,40000,Petrol,Individual,Manual,1,Hyundai,8,4444
Chevrolet Aveo U-VA 1.2,2007,80000,110000,Petrol,Individual,Manual,2,Chevrolet,13,7857
Chevrolet Beat Diesel LT,2013,215000,20000,Diesel,Individual,Manual,3,Chevrolet,7,2500
Hyundai EON Magna Plus,2012,245000,14987,Petrol,Dealer,Manual,1,Hyundai,8,1665
Ford EcoSport 1.5 TDCi Titanium BSIV,2016,650000,25061,Diesel,Dealer,Manual,1,Ford,4,5012
Ford Ecosport 1.5 Diesel Titanium,2017,760000,42494,Diesel,Dealer,Manual,1,Ford,3,10623
Honda Amaze S i-Dtech,2014,395000,44875,Diesel,Dealer,Manual,1,Honda,6,6410
Ford Figo Diesel EXI,2014,280000,89741,Diesel,Dealer,Manual,2,Ford,6,12820
Honda Jazz 1.5 S i DTEC,2016,495000,65000,Diesel,Dealer,Manual,1,Honda,4,13000
Honda Jazz 1.5 VX i DTEC,2016,525000,35000,Diesel,Dealer,Manual,1,Honda,4,7000
Toyota Innova 2.5 GX 8 STR BSIV,2009,420000,347089,Diesel,Dealer,Manual,1,Toyota,11,28924
Tata New Safari DICOR 2.2 VX 4x2,2010,210000,34500,Diesel,Individual,Manual,1,Tata,10,3136
Hyundai i20 Active 1.2 S,2018,650000,30000,Petrol,Individual,Manual,1,Hyundai,2,10000
BMW 3 Series 320d Luxury Line,2018,2300000,39000,Diesel,Individual,Automatic,1,BMW,2,13000
Ford Freestyle Titanium Plus Diesel BSIV,2019,525000,16000,Diesel,Individual,Manual,1,Ford,1,8000
Maruti Wagon R LXI CNG,2010,195000,80000,Other,Individual,Manual,2,Maruti,10,7272
Maruti Ertiga SHVS VDI,2016,650000,60000,Diesel,Individual,Manual,1,Maruti,4,12000
Mahindra TUV 300 T6 Plus,2015,540000,110000,Diesel,Individual,Manual,1,Mahindra,5,18333
Maruti Alto 800 LXI,2014,180000,61000,Petrol,Individual,Manual,1,Maruti,6,8714
Mahindra Bolero Power Plus ZLX,2017,750000,29000,Diesel,Individual,Manual,1,Mahindra,3,7250
Maruti Ertiga SHVS ZDI Plus,2018,980000,50000,Diesel,Individual,Manual,1,Maruti,2,16666
Fiat Grande Punto EVO 90HP 1.3 Sport,2014,250000,90000,Diesel,Individual,Manual,1,Fiat,6,12857
Hyundai Grand i10 1.2 Kappa Sportz AT,2018,550000,35000,Petrol,Individual,Automatic,1,Hyundai,2,11666
Volkswagen Vento 1.6 Highline,2015,509999,43000,Petrol,Individual,Manual,2,Volkswagen,5,7166
Maruti Alto K10 LXI,2017,320000,50000,Petrol,Individual,Manual,1,Maruti,3,12500
Hyundai EON D Lite,2016,275000,25000,Petrol,Individual,Manual,1,Hyundai,4,5000
Mahindra XUV500 W8 2WD,2013,550000,222252,Diesel,Individual,Manual,1,Mahindra,7,27781
Maruti Wagon R VXI Minor,2009,145000,50000,Petrol,Individual,Manual,2,Maruti,11,4166
Fiat Grande Punto Emotion 90Hp,2013,250000,80000,Diesel,Individual,Manual,1,Fiat,7,10000
Hyundai Verna 1.6 SX,2012,520000,35000,Diesel,Individual,Manual,1,Hyundai,8,3888
Maruti Alto LXi,2007,95000,85000,Petrol,Individual,Manual,2,Maruti,13,6071
Toyota Innova 2.5 V Diesel 7-seater,2011,725000,110000,Diesel,Individual,Manual,3,Toyota,9,11000
Maruti 800 AC,2006,55000,70000,Petrol,Individual,Manual,2,Maruti,14,4666
Honda City i DTEC VX,2014,600000,100000,Diesel,Individual,Manual,1,Honda,6,14285
Volkswagen Vento New Diesel Highline,2013,330000,120000,Diesel,Individual,Manual,2,Volkswagen,7,15000
Maruti Swift Dzire VDI,2015,470000,89000,Diesel,Individual,Manual,1,Maruti,5,14833
Maruti Swift ZDi,2013,365000,120000,Diesel,Individual,Manual,1,Maruti,7,15000
Hyundai EON Magna Plus,2013,250000,40000,Petrol,Individual,Manual,2,Hyundai,7,5000
Maruti Wagon R VXI BS IV,2017,430000,17000,Petrol,Individual,Manual,1,Maruti,3,4250
Maruti Swift VDI,2013,400000,125000,Diesel,Individual,Manual,2,Maruti,7,15625
Maruti Swift Dzire ZXI,2015,615000,110000,Petrol,Individual,Manual,2,Maruti,5,18333
Ford Figo Diesel Titanium,2011,150000,120000,Diesel,Individual,Manual,2,Ford,9,12000
Ford Figo Diesel ZXI,2014,240000,90000,Diesel,Individual,Manual,1,Ford,6,12857
Mahindra Scorpio S10 7 Seater,2014,800000,90000,Diesel,Individual,Manual,1,Mahindra,6,12857
Hyundai EON LPG Magna Plus,2015,240000,110000,Other,Individual,Manual,1,Hyundai,5,18333
Ford Ecosport 1.5 DV5 MT Titanium,2014,600000,87000,Diesel,Individual,Manual,2,Ford,6,12428
Mahindra Scorpio LX,2014,800000,15000,Diesel,Individual,Manual,1,Mahindra,6,2142
Hyundai EON 1.0 Kappa Magna Plus,2015,160000,70000,Petrol,Individual,Manual,1,Hyundai,5,11666
Ford Fiesta Classic 1.6 Duratec CLXI,2012,350000,38000,Petrol,Individual,Manual,1,Ford,8,4222
Honda City 1.5 V MT,2011,300000,64000,Petrol,Individual,Manual,2,Honda,9,6400
Tata Sumo Gold EX BSIII,2015,399000,55250,Diesel,Individual,Manual,1,Tata,5,9208
Mahindra Bolero DI,2011,300000,110000,Diesel,Individual,Manual,1,Mahindra,9,11000
Maruti A-Star AT VXI,2012,150000,70000,Petrol,Individual,Automatic,1,Maruti,8,7777
Chevrolet Cruze LTZ,2010,320000,60000,Diesel,Individual,Manual,3,Chevrolet,10,5454
Tata Hexa XM,2018,1280000,17000,Diesel,Individual,Manual,1,Tata,2,5666
Renault KWID 1.0 RXT Optional,2017,300000,13000,Petrol,Individual,Manual,2,Renault,3,3250
Nissan Terrano XL Plus ICC WT20 SE,2016,1000000,60000,Diesel,Individual,Manual,1,Nissan,4,12000
Mitsubishi Pajero Sport 4X4,2012,1090000,120000,Diesel,Individual,Manual,2,Other,8,13333
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,450000,97000,Diesel,Individual,Manual,2,Tata,8,10777
Tata Indica GLS BS IV,2007,60000,130000,Petrol,Individual,Manual,2,Tata,13,9285
Maruti Swift Dzire ZXI,2013,500000,50000,Petrol,Individual,Manual,1,Maruti,7,6250
Tata Indigo CR4,2012,200000,120000,Diesel,Individual,Manual,2,Tata,8,13333
Ford Ecosport 1.5 DV5 MT Titanium,2015,650000,68000,Diesel,Individual,Manual,1,Ford,5,11333
Maruti Alto LXi,2006,60000,100000,Petrol,Individual,Manual,2,Maruti,14,6666
Maruti Ertiga VDI,2013,250999,80000,Diesel,Individual,Manual,1,Maruti,7,10000
Hyundai Accent Executive CNG,2012,185000,67000,Other,Dealer,Manual,2,Hyundai,8,7444
Maruti Alto K10 VXI,2015,155000,60000,Petrol,Individual,Manual,1,Maruti,5,10000
Maruti Swift VXI,2019,600000,5000,Petrol,Individual,Manual,1,Maruti,1,2500
Renault KWID RXE,2016,300000,20000,Petrol,Individual,Manual,1,Renault,4,4000
Hyundai Creta 1.6 E Plus,2018,850000,12500,Petrol,Individual,Manual,1,Hyundai,2,4166
Maruti Eeco CNG 5 Seater AC BSIV,2019,470000,4000,Other,Individual,Manual,1,Maruti,1,2000
Ford Figo 1.2P Titanium MT,2019,600000,25000,Petrol,Individual,Manual,1,Ford,1,12500
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,700000,70000,Diesel,Individual,Manual,2,Toyota,7,8750
Maruti Wagon R LXI DUO BSIII,2007,70000,162000,Other,Individual,Manual,1,Maruti,13,11571
Toyota Fortuner 3.0 Diesel,2010,1250000,205000,Diesel,Individual,Manual,2,Toyota,10,18636
Audi A6 2.8 FSI,2008,650000,70000,Petrol,Individual,Automatic,3,Audi,12,5384
Hyundai Xcent 1.2 CRDi S,2018,450000,70000,Diesel,Individual,Manual,2,Hyundai,2,23333
Mahindra XUV500 W8 2WD,2014,750000,100000,Diesel,Individual,Manual,2,Mahindra,6,14285
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,775000,70000,Diesel,Individual,Manual,2,Toyota,7,8750
Hyundai Santa Fe 4X4,2011,800000,220000,Diesel,Individual,Manual,1,Hyundai,9,22000
Honda Amaze E i-Vtech,2015,360000,80000,Petrol,Individual,Manual,2,Honda,5,13333
Toyota Corolla Altis Diesel D4DG,2010,250000,120000,Diesel,Individual,Manual,1,Toyota,10,10909
Jeep Compass 2.0 Longitude Option BSIV,2017,1490000,22038,Diesel,Individual,Manual,1,Other,3,5509
Nissan Terrano XL 110 PS,2013,600000,80000,Diesel,Individual,Manual,1,Nissan,7,10000
Maruti Alto LX,2010,120000,90000,Petrol,Individual,Manual,1,Maruti,10,8181
Tata New Safari DICOR 2.2 EX 4x2,2012,320000,140000,Diesel,Individual,Manual,2,Tata,8,15555
Mahindra Thar 4X2,2011,400000,120000,Diesel,Individual,Manual,2,Mahindra,9,12000
Maruti Swift Dzire ZDI,2015,302000,60000,Diesel,Individual,Manual,1,Maruti,5,10000
Chevrolet Beat Diesel LT,2011,130000,80000,Diesel,Individual,Manual,2,Chevrolet,9,8000
Maruti Swift Dzire LXI Option,2014,150000,60000,Petrol,Individual,Manual,2,Maruti,6,8571
Tata Indica Vista Aura Plus 1.3 Quadrajet,2012,200000,90000,Diesel,Individual,Manual,2,Tata,8,10000
Toyota Innova 2.5 G1 BSIV,2012,950000,80000,Diesel,Individual,Manual,1,Toyota,8,8888
Maruti Swift Vdi BSIII,2008,120000,175000,Diesel,Individual,Manual,2,Maruti,12,13461
Mahindra XUV500 W7 BSIV,2019,1400000,10000,Diesel,Individual,Manual,1,Mahindra,1,5000
Hyundai i20 1.2 Asta Option,2017,620000,65000,Petrol,Individual,Manual,1,Hyundai,3,16250
Toyota Innova 2.5 GX 8 STR BSIV,2012,449000,90000,Diesel,Individual,Manual,1,Toyota,8,10000
Maruti Alto LXi,2007,100000,70000,Petrol,Individual,Manual,1,Maruti,13,5000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,600000,2500,Petrol,Individual,Manual,1,Hyundai,2,833
Honda Amaze VX i-DTEC,2016,700000,35000,Diesel,Individual,Manual,1,Honda,4,7000
Chevrolet Beat Diesel LT,2012,250000,40000,Diesel,Individual,Manual,1,Chevrolet,8,4444
Maruti Baleno RS 1.0 Petrol,2018,550000,63000,Petrol,Individual,Manual,1,Maruti,2,21000
Skoda Superb Ambition 2.0 TDI CR AT,2013,675000,88000,Diesel,Dealer,Automatic,1,Skoda,7,11000
Nissan Terrano XL Plus 85 PS,2015,530000,55000,Diesel,Dealer,Manual,1,Nissan,5,9166
Chevrolet Enjoy TCDi LT 7 Seater,2014,325000,71014,Diesel,Dealer,Manual,1,Chevrolet,6,10144
Renault Scala Diesel RxL,2015,370000,60000,Diesel,Dealer,Manual,1,Renault,5,10000
Skoda Rapid 1.5 TDI Ambition,2014,360000,70000,Diesel,Individual,Manual,1,Skoda,6,10000
Skoda Superb LK 1.8 TSI AT,2012,650000,60000,Petrol,Dealer,Automatic,1,Skoda,8,6666
Ford Fiesta 1.5 TDCi Titanium,2012,199000,92000,Diesel,Dealer,Manual,3,Ford,8,10222
Mahindra Quanto C6,2014,285000,89126,Diesel,Individual,Manual,1,Mahindra,6,12732
